,,,,,,,,,,,,,,,,Code,Stock,Open,Last,Prv Close,Chg,High,Low,Y-High,Y-Low,Vol,DY*,B%,Vol MA (20),RSI (14),"MACD (26, 12)",EPS*,P/E,Status ,Sector
46771P,YTL-C1P,,,0.305,,-,-,0.305,0.14,0,,-,963455,75%,0.048,,,Active,,,,,,,,,,,,,,,,,YTL-C1P
51682Z,HARTA-C2Z,0.155,0.155,0.155,-,0.155,0.155,0.155,0.14,100,,100,-,0%,,,,Active,,,,,,,,,,,,,,,,,HARTA-C2Z
51831Q,PCHEM-C1Q,0.515,0.54,0.495,+0.045,0.55,0.5,0.54,0.14,2320,,39,583090,74%,0.062,,,Active,,,,,,,,,,,,,,,,,PCHEM-C1Q
528849,SIMEPROP-C49,0.145,0.145,0.145,-,0.145,0.14,0.195,0.14,5012,,46,738165,44%,-0.002,,,Active,,,,,,,,,,,,,,,,,SIMEPROP-C49
6399,ASTRO,0.145,0.145,0.14,+0.005,0.15,0.145,0.29,0.14,45792,,69,2331165,50%,-0.001,2.47,5.94,Active,,,,,,,,,,,,,,,,,ASTRO
7239WA,SCNWOLF-WA,0.175,0.175,0.205,-0.03,0.175,0.175,0.25,0.14,10,,-,66335,37%,-0.007,,,Active,,,,,,,,,,,,,,,,,SCNWOLF-WA
729345,YINSON-C45,,,0.285,,-,-,0.385,0.14,0,,-,761680,50%,-0.003,,,Active,,,,,,,,,,,,,,,,,YINSON-C45
9717,SYCAL,0.165,0.175,0.175,-,0.175,0.165,0.23,0.14,1855,,34,62515,47%,-0.002,0.45,26.05,Active,,,,,,,,,,,,,,,,,SYCAL
0155,MGRC,0.19,0.195,0.19,+0.005,0.195,0.19,0.4,0.145,340,,100,122490,37%,-0.003,-3.03,,Active,,,,,,,,,,,,,,,,,MGRC
0225CK,SCGBHD-CK,,,0.16,,-,-,0.165,0.145,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,SCGBHD-CK
0313,BWYS,0.235,0.23,0.23,-,0.235,0.23,0.285,0.145,2568,,6,1117410,55%,0.007,0.84,31.12,Active,,,,,,,,,,,,,,,,,BWYS
0323,CREST,0.23,0.225,0.23,-0.005,0.24,0.225,0.4,0.145,20964,,44,1091395,76%,0.008,3.31,16.2,Active,,,,,,,,,,,,,,,,,CREST
0652J1,HSI-PWJ1,0.15,0.155,0.17,-0.015,0.155,0.15,0.175,0.145,8330,,50,-,0%,,,,Active,,,,,,,,,,,,,,,,,HSI-PWJ1
0652JL,HSI-PWJL,,,0.17,,-,-,0.315,0.145,0,,-,127810,35%,,,,Active,,,,,,,,,,,,,,,,,HSI-PWJL
0660BB,HSCEI-HBB,,,0.15,,-,-,0.15,0.145,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,HSCEI-HBB
33361J,IJM-C1J,,,0.145,,-,-,0.205,0.145,0,,-,-,50%,,,,Active,,,,,,,,,,,,,,,,,IJM-C1J
3778,MELEWAR,0.18,0.18,0.18,-,0.18,0.18,0.26,0.145,1192,,50,488790,38%,,1.43,6.78,Active,,,,,,,,,,,,,,,,,MELEWAR
4235,LIONIND,0.2,0.2,0.2,-,0.2,0.195,0.275,0.145,3527,,71,984445,46%,0.002,-13.02,,Active,,,,,,,,,,,,,,,,,LIONIND
46771X,YTL-C1X,,,0.18,,-,-,0.18,0.145,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,YTL-C1X
500547,UNISEM-C47,,,0.155,,-,-,0.155,0.145,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,UNISEM-C47
51831R,PCHEM-C1R,0.49,0.515,0.47,+0.045,0.515,0.47,0.48,0.145,1801,,63,-,65%,,,,Active,,,,,,,,,,,,,,,,,PCHEM-C1R
51831T,PCHEM-C1T,0.175,0.18,0.155,+0.025,0.19,0.175,0.165,0.145,5087,,74,-,0%,,,,Active,,,,,,,,,,,,,,,,,PCHEM-C1T
521147,SUNWAY-C47,,,0.145,,-,-,0.155,0.145,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,SUNWAY-C47
5657,PARKSON,0.225,0.235,0.23,+0.005,0.24,0.225,0.26,0.145,7530,,83,1425245,47%,0.001,-8.92,,Active,,,,,,,,,,,,,,,,,PARKSON
7050,WONG,0.16,0.15,0.155,-0.005,0.16,0.15,0.325,0.145,2405,,29,243840,47%,-0.002,-4.58,,Active,,,,,,,,,,,,,,,,,WONG
7108PA,PERDANA-PA,0.165,0.165,0.155,+0.010,0.165,0.165,0.36,0.145,142,,-,15175,50%,-0.029,,,Active,,,,,,,,,,,,,,,,,PERDANA-PA
72772G,DIALOG-C2G,,,0.255,,-,-,0.26,0.145,0,,-,129585,73%,0.027,,,Active,,,,,,,,,,,,,,,,,DIALOG-C2G
0147,INNITY,,,0.24,,-,-,0.46,0.15,0,,-,30580,62%,-0.014,-5.24,,Active,,,,,,,,,,,,,,,,,INNITY
0215CP,SLVEST-CP,,,0.205,,-,-,0.26,0.15,0,,-,101485,44%,0.014,,,Active,,,,,,,,,,,,,,,,,SLVEST-CP
0215CT,SLVEST-CT,,,0.155,,-,-,0.16,0.15,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,SLVEST-CT
0281,DAY3,0.205,0.21,0.205,+0.005,0.21,0.19,0.37,0.15,3353,3.48%,35,417380,85%,0.002,0.63,41.8,Active,,,,,,,,,,,,,,,,,DAY3
03033,SGBHD,,,0.3,,-,-,0.6,0.15,0,,-,54295,53%,-0.007,,,Active,,,,,,,,,,,,,,,,,SGBHD
03052,RGS,,,0.15,,-,-,0.16,0.15,0,,-,42470,57%,0.008,,,Active,,,,,,,,,,,,,,,,,RGS
0342,RTECH,0.185,0.185,0.185,-,0.185,0.175,0.765,0.15,12944,,10,924320,50%,-0.004,4.04,6.27,Active,,,,,,,,,,,,,,,,,RTECH
0652IZ,HSI-CWIZ,,,0.16,,-,-,0.185,0.15,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,HSI-CWIZ
0652JH,HSI-PWJH,0.165,0.15,0.165,-0.015,0.165,0.15,0.325,0.15,399507,,32,3671900,42%,,,,Active,,,,,,,,,,,,,,,,,HSI-PWJH
0652JS,HSI-PWJS,0.155,0.15,0.165,-0.015,0.155,0.14,0.205,0.15,359423,,32,-,0%,,,,Active,,,,,,,,,,,,,,,,,HSI-PWJS
0652IM,HSI-CWIM,0.16,0.17,0.16,+0.010,0.175,0.16,0.195,0.15,376493,,38,-,0%,,,,Active,,,,,,,,,,,,,,,,,HSI-CWIM
0703CI,A50CHIN-CI,0.25,0.25,0.175,+0.075,0.25,0.25,0.35,0.15,261,,100,188115,36%,-0.007,,,Active,,,,,,,,,,,,,,,,,A50CHIN-CI
065736,HSTECH-C36,,,0.155,,-,-,0.195,0.15,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,HSTECH-C36
248823,ABMB-C23,,,0.175,,-,-,0.18,0.15,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,ABMB-C23
33361I,IJM-C1I,,,0.15,,-,-,0.17,0.15,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,IJM-C1I
33361M,IJM-C1M,0.145,0.145,0.15,-0.005,0.145,0.145,0.175,0.15,30,,100,-,0%,,,,Active,,,,,,,,,,,,,,,,,IJM-C1M
5078,M&G,0.165,0.16,0.17,-0.01,0.17,0.16,0.37,0.15,8057,,9,4394215,50%,-0.003,1.98,1.9,Active,,,,,,,,,,,,,,,,,M&G
521145,SUNWAY-C45,0.16,0.16,0.155,+0.005,0.165,0.16,0.24,0.15,9706,,67,499520,38%,-0.004,,,Active,,,,,,,,,,,,,,,,,SUNWAY-C45
5267,XINHWA,0.16,0.16,0.16,-,0.16,0.16,0.21,0.15,288,,-,81285,40%,-0.002,-4.23,,Active,,,,,,,,,,,,,,,,,XINHWA
5295,INNATURE,0.195,0.2,0.195,+0.005,0.2,0.19,0.26,0.15,13157,5.00%,50,1312965,55%,,1.09,18.34,Active,,,,,,,,,,,,,,,,,INNATURE
5302CM,ATECH-CM,,,0.15,,-,-,0.15,0.15,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,ATECH-CM
53983V,GAMUDA-C3V,0.165,0.165,0.16,+0.005,0.165,0.165,0.17,0.15,20000,,50,-,0%,,,,Active,,,,,,,,,,,,,,,,,GAMUDA-C3V
674288,YTLPOWR-C88,,,0.315,,-,-,0.33,0.15,0,,-,577795,63%,0.03,,,Active,,,,,,,,,,,,,,,,,YTLPOWR-C88
7078,AZRB,0.225,0.235,0.23,+0.005,0.235,0.225,0.285,0.15,1134,,69,788345,20%,0.002,13.86,1.82,Active,,,,,,,,,,,,,,,,,AZRB
7191,ADVENTA,0.175,0.175,0.175,-,0.175,0.17,0.335,0.15,275,,64,498050,33%,-0.005,0.69,25.76,Active,,,,,,,,,,,,,,,,,ADVENTA
7225,PA,0.165,0.17,0.16,+0.010,0.175,0.165,0.355,0.15,125316,5.88%,62,2276780,20%,-0.004,1.86,9.14,Active,,,,,,,,,,,,,,,,,PA
72772I,DIALOG-C2I,,,0.15,,-,-,0.15,0.15,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,DIALOG-C2I
9083,JETSON,0.18,0.18,0.18,-,0.18,0.18,0.235,0.15,100,,100,274990,44%,0.002,-6.56,,Active,,,,,,,,,,,,,,,,,JETSON
9938,BRIGHT,0.185,0.185,0.185,-,0.185,0.185,0.215,0.15,20,,-,88305,55%,0.006,1.13,16.32,Active,,,,,,,,,,,,,,,,,BRIGHT
9377WB,FSBM-WB,,,0.195,,-,-,0.245,0.15,0,,-,73190,52%,0.004,,,Active,,,,,,,,,,,,,,,,,FSBM-WB
0216,SPRING,0.16,0.16,0.17,-0.01,0.16,0.16,0.235,0.155,772,3.13%,9,70115,60%,-0.004,2.22,7.2,Active,,,,,,,,,,,,,,,,,SPRING
0331,CRPMATE,0.19,0.19,0.19,-,0.19,0.19,0.245,0.155,10809,2.63%,86,611910,67%,0.002,1.61,11.82,Active,,,,,,,,,,,,,,,,,CRPMATE
0362,ASM,0.195,0.195,0.19,+0.005,0.2,0.19,0.205,0.155,130162,,56,4431635,65%,0.009,1.3,19.78,Active,,,,,,,,,,,,,,,,,ASM
058139,XIAOMI-C39,,,0.155,,-,-,0.165,0.155,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,XIAOMI-C39
0652G1,HSI-CWG1,0.275,0.29,0.275,+0.015,0.29,0.275,0.33,0.155,1550,,16,44155,40%,0.018,,,Active,,,,,,,,,,,,,,,,,HSI-CWG1
1538,SYMLIFE,0.155,0.16,0.16,-,0.16,0.155,0.34,0.155,5301,,21,269605,40%,-0.009,-1.22,,Active,,,,,,,,,,,,,,,,,SYMLIFE
5102WC,GCB-WC,0.16,0.16,0.165,-0.005,0.165,0.155,0.325,0.155,916,,61,702570,37%,-0.014,,,Active,,,,,,,,,,,,,,,,,GCB-WC
526340,SUNCON-C40,,,0.185,,-,-,0.24,0.155,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,SUNCON-C40
7113WA,TOPGLOV-WA,0.16,0.16,0.165,-0.005,0.165,0.16,0.405,0.155,1532,,4,677455,17%,-0.006,,,Active,,,,,,,,,,,,,,,,,TOPGLOV-WA
8648,JASKITA,0.37,0.365,0.375,-0.01,0.37,0.365,0.395,0.155,101,9.59%,-,68465,60%,0.01,8.8,4.15,Active,,,,,,,,,,,,,,,,,JASKITA
9431,SJC,0.44,0.435,0.44,-0.005,0.44,0.425,0.45,0.155,3104,,9,1843815,82%,0.025,3.63,12.88,Active,,,,,,,,,,,,,,,,,SJC
0095,MAG,0.17,0.175,0.175,-,0.175,0.17,0.22,0.16,4507,,34,1348795,40%,-0.001,2.22,9.58,Active,,,,,,,,,,,,,,,,,MAG
0136,GREENYB,0.175,0.19,0.175,+0.015,0.19,0.175,0.27,0.16,801,,-,174020,57%,-0.002,-1,,Active,,,,,,,,,,,,,,,,,GREENYB
0247,UNITRAD,0.265,0.27,0.265,+0.005,0.27,0.265,0.27,0.16,29659,,70,1283165,63%,0.012,-0.9,,Active,,,,,,,,,,,,,,,,,UNITRAD
0225CI,SCGBHD-CI,0.245,0.23,0.24,-0.01,0.245,0.23,0.285,0.16,10418,,34,474810,58%,,,,Active,,,,,,,,,,,,,,,,,SCGBHD-CI
0349,SUMI,0.18,0.18,0.18,-,0.18,0.175,0.205,0.16,99862,,100,7732345,50%,,313,15.16,Active,,,,,,,,,,,,,,,,,SUMI
0343,TECHSTORE,0.235,0.24,0.24,-,0.245,0.23,0.27,0.16,47449,,54,2766730,71%,0.009,1.7,18.94,Active,,,,,,,,,,,,,,,,,TECHSTORE
0352,WTEC,0.185,0.19,0.185,+0.005,0.19,0.18,0.265,0.16,861,,62,352790,60%,,,,Active,,,,,,,,,,,,,,,,,WTEC
0709C8,GLDHK-C8,,,0.17,,-,-,0.17,0.16,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,GLDHK-C8
2054,TDM,0.185,0.185,0.185,-,0.185,0.185,0.26,0.16,13103,1.35%,17,451965,56%,,0.65,91.83,Active,,,,,,,,,,,,,,,,,TDM
3573,LIENHOE,0.23,0.23,0.23,-,0.23,0.23,0.325,0.16,82,,100,291845,68%,0.003,-2.58,,Active,,,,,,,,,,,,,,,,,LIENHOE
5099WA,CAPITALA-WA,0.19,0.19,0.195,-0.005,0.195,0.19,0.315,0.16,1391,,56,478405,37%,-0.002,,,"Active, Alert",,,,,,,,,,,,,,,,,CAPITALA-WA
5113,RSAWIT,0.185,0.18,0.185,-0.005,0.185,0.18,0.275,0.16,6495,,97,445020,57%,,1.41,14.88,Active,,,,,,,,,,,,,,,,,RSAWIT
526335,SUNCON-C35,0.37,0.375,0.34,+0.035,0.375,0.37,0.405,0.16,490,,69,915170,71%,0.004,,,Active,,,,,,,,,,,,,,,,,SUNCON-C35
526348,SUNCON-C48,0.215,0.22,0.2,+0.020,0.23,0.215,0.2,0.16,61506,,51,-,0%,,,,Active,,,,,,,,,,,,,,,,,SUNCON-C48
5305,SENHENG,0.175,0.17,0.175,-0.005,0.175,0.17,0.3,0.16,767,3.00%,99,415590,40%,,0.8,21.31,Active,,,,,,,,,,,,,,,,,SENHENG
5649,GPHAROS,0.165,0.165,0.165,-,0.165,0.165,0.375,0.16,67,,-,55845,29%,-0.004,-11.08,,Active,,,,,,,,,,,,,,,,,GPHAROS
6807,PUNCAK,0.185,0.185,0.18,+0.005,0.19,0.18,0.31,0.16,883,,63,198085,41%,,-29.46,,Active,,,,,,,,,,,,,,,,,PUNCAK
674294,YTLPOWR-C94,0.19,0.19,0.19,-,0.19,0.19,0.215,0.16,500,,100,2385005,52%,0.006,,,Active,,,,,,,,,,,,,,,,,YTLPOWR-C94
7108,PERDANA,0.18,0.18,0.18,-,0.18,0.175,0.42,0.16,32272,,82,2337055,60%,,6.57,2.75,Active,,,,,,,,,,,,,,,,,PERDANA
7106WA,SUPERMX-WA,0.165,0.17,0.165,+0.005,0.18,0.165,0.275,0.16,600,,24,228460,22%,-0.008,,,Active,,,,,,,,,,,,,,,,,SUPERMX-WA
9423,CWG,0.19,0.19,0.195,-0.005,0.19,0.19,0.31,0.16,1650,,6,70635,88%,,-1.12,,Active,,,,,,,,,,,,,,,,,CWG
0039,GFM,0.185,0.19,0.185,+0.005,0.19,0.185,0.31,0.165,3222,2.53%,44,1137095,37%,-0.003,3.13,6.08,Active,,,,,,,,,,,,,,,,,GFM
0129,SRIDGE,0.19,0.2,0.19,+0.010,0.2,0.19,0.65,0.165,31056,,75,3874495,63%,0.001,0.02,118.66,Active,,,,,,,,,,,,,,,,,SRIDGE
01389Q,ZETRIX-C9Q,,,0.17,,-,-,0.2,0.165,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,ZETRIX-C9Q
0186WB,PTRANS-WB,0.17,0.17,0.17,-,0.17,0.17,0.275,0.165,302,,-,273310,100%,-0.003,,,Active,,,,,,,,,,,,,,,,,PTRANS-WB
0199,TRIMODE,,,0.19,,-,-,0.38,0.165,0,1.84%,-,22935,52%,,0.99,19.24,Active,,,,,,,,,,,,,,,,,TRIMODE
0358,ICTZONE,0.19,0.185,0.19,-0.005,0.19,0.18,0.21,0.165,47837,,18,1779635,64%,0.003,,,Active,,,,,,,,,,,,,,,,,ICTZONE
0652GP,HSI-CWGP,0.21,0.25,0.195,+0.055,0.255,0.205,0.585,0.165,15577,,46,1076780,47%,-0.036,,,Active,,,,,,,,,,,,,,,,,HSI-CWGP
0652I3,HSI-CWI3,0.18,0.195,0.18,+0.015,0.195,0.175,0.24,0.165,15278,,17,-,0%,,,,Active,,,,,,,,,,,,,,,,,HSI-CWI3
0742H1,POPMART-H1,,,0.175,,-,-,0.24,0.165,0,,-,-,32%,,,,Active,,,,,,,,,,,,,,,,,POPMART-H1
2143,ECM,0.18,0.18,0.18,-,0.18,0.18,0.24,0.165,320,,-,18680,50%,-0.001,0.41,44.44,Active,,,,,,,,,,,,,,,,,ECM
4634,POS,0.255,0.25,0.27,-0.02,0.265,0.25,0.36,0.165,40361,,45,3853900,47%,-0.001,-25.89,,Active,,,,,,,,,,,,,,,,,POS
4596,SAPRES,,,0.23,,-,-,0.3,0.165,0,,-,18020,61%,0.002,-27.22,,Active,,,,,,,,,,,,,,,,,SAPRES
5079,ONEGLOVE,0.19,0.195,0.19,+0.005,0.2,0.19,0.255,0.165,3047,,93,620690,50%,,-5.79,,Active,,,,,,,,,,,,,,,,,ONEGLOVE
5195,CENSOF,0.18,0.185,0.18,+0.005,0.185,0.175,0.31,0.165,5153,,60,655180,33%,-0.004,0.52,27.61,Active,,,,,,,,,,,,,,,,,CENSOF
5226,GBGAQRS,0.175,0.175,0.175,-,0.18,0.175,0.37,0.165,4426,,52,539085,22%,-0.002,3.83,4.57,Active,,,,,,,,,,,,,,,,,GBGAQRS
526334,SUNCON-C34,0.275,0.29,0.26,+0.030,0.305,0.275,0.345,0.165,35361,,51,1808955,68%,0.001,,,Active,,,,,,,,,,,,,,,,,SUNCON-C34
53983U,GAMUDA-C3U,0.215,0.22,0.215,+0.005,0.22,0.215,0.225,0.165,46259,,71,-,69%,,,,Active,,,,,,,,,,,,,,,,,GAMUDA-C3U
674287,YTLPOWR-C87,0.455,0.47,0.47,-,0.47,0.455,0.49,0.165,565,,93,587345,62%,0.019,,,Active,,,,,,,,,,,,,,,,,YTLPOWR-C87
7170,LFECORP,0.19,0.185,0.185,-,0.19,0.185,0.335,0.165,350,,86,66145,50%,,2.29,8.48,Active,,,,,,,,,,,,,,,,,LFECORP
0112,MIKROMB,0.195,0.195,0.195,-,0.195,0.195,0.325,0.17,1580,,-,256965,44%,,3.3,6.65,Active,,,,,,,,,,,,,,,,,MIKROMB
0120,VIS,0.225,0.225,0.225,-,0.225,0.215,0.365,0.17,2993,,49,407250,56%,0.005,-2.94,,Active,,,,,,,,,,,,,,,,,VIS
0183,SALUTE,0.185,0.19,0.18,+0.010,0.19,0.185,0.76,0.17,13549,,42,1751500,39%,-0.003,-10.18,,Active,,,,,,,,,,,,,,,,,SALUTE
0171,PLABS,0.28,0.29,0.29,-,0.29,0.28,0.55,0.17,588,,64,1025625,45%,-0.015,1.03,25.42,Active,,,,,,,,,,,,,,,,,PLABS
0215CO,SLVEST-CO,0.275,0.275,0.285,-0.01,0.275,0.275,0.325,0.17,20,,-,213295,63%,,,,Active,,,,,,,,,,,,,,,,,SLVEST-CO
0237,HAILY,,,0.2,,-,-,0.88,0.17,0,1.55%,-,236010,50%,,3.47,9.77,Active,,,,,,,,,,,,,,,,,HAILY
0278,EDELTEQ,0.345,0.35,0.345,+0.005,0.36,0.345,0.385,0.17,28313,0.57%,55,2702785,54%,0.012,0.74,47.29,Active,,,,,,,,,,,,,,,,,EDELTEQ
0284,GLXT,0.195,0.195,0.195,-,0.195,0.195,0.235,0.17,2854,3.85%,7,428825,43%,,1.69,11.77,Active,,,,,,,,,,,,,,,,,GLXT
03021,ETH,,,0.18,,-,-,0.18,0.17,0,,-,114780,50%,0.002,,,Active,,,,,,,,,,,,,,,,,ETH
0329,METRO,0.22,0.22,0.225,-0.005,0.225,0.215,0.275,0.17,4390,3.27%,60,301205,78%,0.004,0.67,47.27,Active,,,,,,,,,,,,,,,,,METRO
0652H4,HSI-PWH4,0.175,0.165,0.19,-0.025,0.18,0.16,0.81,0.17,86839,,69,16644835,18%,-0.071,,,Active,,,,,,,,,,,,,,,,,HSI-PWH4
0660AA,HSCEI-CAA,0.185,0.19,0.175,+0.015,0.19,0.18,0.335,0.17,5430,,22,5180250,40%,-0.019,,,Active,,,,,,,,,,,,,,,,,HSCEI-CAA
0659HM,NDX-HM,0.185,0.185,0.18,+0.005,0.185,0.185,0.245,0.17,16178,,49,456775,23%,,,,Active,,,,,,,,,,,,,,,,,NDX-HM
5101,EVERGRN,0.185,0.185,0.185,-,0.185,0.18,0.35,0.17,1941,,62,472920,40%,-0.002,0.22,83.11,Active,,,,,,,,,,,,,,,,,EVERGRN
5283,EWICAP,0.28,0.28,0.285,-0.005,0.285,0.275,0.375,0.17,34273,39.29%,45,1528790,23%,-0.01,-1.43,,Active,,,,,,,,,,,,,,,,,EWICAP
526337,SUNCON-C37,0.31,0.32,0.275,+0.045,0.34,0.305,0.36,0.17,3690,,28,125990,68%,-0.013,,,Active,,,,,,,,,,,,,,,,,SUNCON-C37
53983R,GAMUDA-C3R,0.295,0.29,0.29,-,0.305,0.29,0.305,0.17,31242,,86,3029155,68%,0.032,,,Active,,,,,,,,,,,,,,,,,GAMUDA-C3R
5738,CHHB,0.19,0.19,0.19,-,0.19,0.19,0.28,0.17,251,,100,339395,11%,-0.009,-37.47,,Active,,,,,,,,,,,,,,,,,CHHB
716052,PENTA-C52,,,0.275,,-,-,0.35,0.17,0,,-,104940,52%,0.018,,,Active,,,,,,,,,,,,,,,,,PENTA-C52
8672,KAMDAR,0.2,0.2,0.2,-,0.2,0.2,0.48,0.17,98,,-,12970,50%,-0.001,-5.36,,Active,,,,,,,,,,,,,,,,,KAMDAR
0165,XOX,0.26,0.26,0.265,-0.005,0.26,0.26,0.605,0.175,72,,-,106060,33%,-0.008,-7.33,,Active,,,,,,,,,,,,,,,,,XOX
0337,SET,0.305,0.31,0.305,+0.005,0.31,0.305,0.43,0.175,21627,,30,4058545,68%,0.009,2.25,18.22,Active,,,,,,,,,,,,,,,,,SET
0346,SALIRAN,0.205,0.215,0.205,+0.010,0.215,0.205,0.275,0.175,4537,,65,251535,44%,,4.38,6.22,Active,,,,,,,,,,,,,,,,,SALIRAN
0652GY,HSI-CWGY,0.195,0.21,0.19,+0.020,0.21,0.19,0.365,0.175,41690,,68,1033285,42%,-0.017,,,Active,,,,,,,,,,,,,,,,,HSI-CWGY
1198,MAA,0.185,0.19,0.195,-0.005,0.21,0.185,0.335,0.175,1850,,-,54065,51%,0.003,-1.81,,Active,,,,,,,,,,,,,,,,,MAA
53983P,GAMUDA-C3P,0.33,0.33,0.31,+0.020,0.345,0.33,0.31,0.175,3329,,-,92685,83%,0.037,,,Active,,,,,,,,,,,,,,,,,GAMUDA-C3P
6041,FARLIM,0.17,0.18,0.175,+0.005,0.18,0.17,0.22,0.175,1825,,69,144180,29%,-0.004,-4.21,,Active,,,,,,,,,,,,,,,,,FARLIM
674285,YTLPOWR-C85,,,0.405,,-,-,0.43,0.175,0,,-,23000,59%,0.016,,,Active,,,,,,,,,,,,,,,,,YTLPOWR-C85
9601,HWGB,0.18,0.175,0.18,-0.005,0.18,0.175,0.275,0.175,1171,,-,295110,30%,-0.005,-1.08,,Active,,,,,,,,,,,,,,,,,HWGB
0181,AEMULUS,0.24,0.245,0.24,+0.005,0.245,0.24,0.32,0.18,8276,,38,1893130,31%,-0.008,-3.26,,Active,,,,,,,,,,,,,,,,,AEMULUS
0176,KRONO,0.22,0.225,0.225,-,0.225,0.22,0.38,0.18,4413,,33,477420,36%,-0.003,1.55,17.47,Active,,,,,,,,,,,,,,,,,KRONO
0215CQ,SLVEST-CQ,0.21,0.215,0.22,-0.005,0.225,0.205,0.27,0.18,10215,,59,535980,50%,0.005,,,Active,,,,,,,,,,,,,,,,,SLVEST-CQ
03064,MYAXIS,0.25,0.25,0.255,-0.005,0.25,0.25,0.31,0.18,4000,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,MYAXIS
0330,SUPREME,0.225,0.225,0.225,-,0.225,0.225,0.415,0.18,1575,12.98%,3,153340,22%,-0.003,2.78,9.66,Active,,,,,,,,,,,,,,,,,SUPREME
2127,COMFORT,0.195,0.19,0.19,-,0.195,0.185,0.49,0.18,602,,2,1152365,29%,-0.016,-9.64,,Active,,,,,,,,,,,,,,,,,COMFORT
1902,PINEPAC,0.41,0.41,0.42,-0.01,0.42,0.41,0.43,0.18,39063,,1,618105,60%,0.043,-5.59,,Active,,,,,,,,,,,,,,,,,PINEPAC
381654,MISC-C54,,,0.185,,-,-,0.215,0.18,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,MISC-C54
5316,MSTGOLF,0.21,0.215,0.215,-,0.215,0.21,0.3,0.18,501,1.16%,-,689675,29%,0.002,0.75,34.82,Active,,,,,,,,,,,,,,,,,MSTGOLF
674290,YTLPOWR-C90,,,0.26,,-,-,0.275,0.18,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,YTLPOWR-C90
68881P,AXIATA-C1P,,,0.18,,-,-,0.215,0.18,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,AXIATA-C1P
8052WB,CGB-WB,,,0.215,,-,-,0.555,0.18,0,,-,87470,33%,,,,Active,,,,,,,,,,,,,,,,,CGB-WB
0218,ACO,0.215,0.225,0.225,-,0.225,0.215,0.255,0.185,1780,0.89%,56,883435,69%,0.002,1.42,15.87,Active,,,,,,,,,,,,,,,,,ACO
0361,PMIBHD,0.215,0.23,0.215,+0.015,0.23,0.21,0.255,0.185,2862,,75,68355,45%,0.001,,,Active,,,,,,,,,,,,,,,,,PMIBHD
060008,FCPO-PW08,,,0.195,,-,-,0.195,0.185,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,FCPO-PW08
0652JI,HSI-PWJI,,,0.185,,-,-,0.185,0.185,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,HSI-PWJI
5260,OWG,0.2,0.2,0.21,-0.01,0.205,0.2,0.46,0.185,932,10.00%,100,65325,59%,-0.002,1.06,19.04,Active,,,,,,,,,,,,,,,,,OWG
529214,UWC-C14,,,0.335,,-,-,0.335,0.185,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,UWC-C14
5309CU,ITMAX-CU,0.225,0.225,0.22,+0.005,0.225,0.225,0.27,0.185,1250,,32,-,0%,,,,Active,,,,,,,,,,,,,,,,,ITMAX-CU
5302WA,ATECH-WA,0.215,0.205,0.21,-0.005,0.215,0.205,0.415,0.185,2784,,5,1915030,34%,-0.021,,,Active,,,,,,,,,,,,,,,,,ATECH-WA
5568,APB,0.185,0.185,0.19,-0.005,0.19,0.185,1.42,0.185,963,,19,665050,26%,-0.007,-70.73,,Active,,,,,,,,,,,,,,,,,APB
7243,MAGMA,0.37,0.31,0.37,-0.06,0.37,0.3,0.525,0.185,420558,,39,12980305,32%,-0.023,-4.5,,Active,,,,,,,,,,,,,,,,,MAGMA
0024,JAG,0.24,0.245,0.235,+0.010,0.245,0.235,0.345,0.19,44835,,74,5589800,44%,0.001,0.96,28.32,Active,,,,,,,,,,,,,,,,,JAG
0158,SCC,,,0.29,,-,-,0.295,0.19,0,,-,14170,78%,0.002,0.24,119.35,Active,,,,,,,,,,,,,,,,,SCC
0207,MESTRON,0.235,0.245,0.23,+0.015,0.245,0.235,0.315,0.19,77804,,82,3757420,53%,0.007,0.71,34.66,Active,,,,,,,,,,,,,,,,,MESTRON
